titulo|fecha|enlace|contenido
Puno: Instancia provincial no tiene datos actualizados de violencia|2024/08/29|https://diariosinfronteras.com.pe/2024/08/29/puno-instancia-provincial-no-tiene-datos-actualizados-de-violencia/|Puno: Instancia provincial no tiene datos actualizados de violencia ¡Insólito!, La Instancia Provincial de Concertación, para la Prevención, Sanción y Erradicación de la Violencia Contra la Mujer e Integrantes de la Familia de Puno, no cuenta a la fecha con datos estadísticos actualizados y consolidados sobre los casos de violencia en la provincia de Puno en el año 2024. Esta situación obligaría a los miembros de las instituciones integrantes a corregir esta negligencia con la sistematización de la información. Según señaló Nicolás Arosquipa Quispe, secretario técnico de la Mesa de Concertación de la Municipalidad de Puno, cada institución cuenta con la información, pero no ha sido consolidada. Entonces en función al nuevo reporte recién se acordarían las actividades de lucha contra la violencia hacia los miembros integrantes del grupo familiar y principalmente a la mujer. Lo que resulta increíble es que a 8 meses del 2024 recién se presentaría un informe estadístico. Esto retrasaría aún más la creación del observatorio provincial de la violencia contra la mujer e integrantes del grupo familiar.
Puno: Colegio emblemático de Ilave en completo abandono por desidia de sus autoridades|2024/08/29|https://diariosinfronteras.com.pe/2024/08/29/puno-colegio-emblematico-de-ilave-en-completo-abandono-por-desidia-de-sus-autoridades/|Puno: Colegio emblemático de Ilave en completo abandono por desidia de sus autoridades Ilave. La comunidad educativa del Colegio Emblemático Nuestra Señora del Carmen, en Ilave, ha denunciado la desidia del director Jorge Gregorio Quispe ante el deterioro de las instalaciones. Varios ambientes, especialmente el polideportivo, se encuentran en estado calamitoso: ventanas rotas, telarañas en pasillos, áreas verdes abandonadas, heces de palomas en el coliseo, baños inoperativos y estudiantes realizando labores de limpieza. Se informa, incluso, que algunos profesores y alumnos deben defecar en la parte trasera del coliseo debido a la falta de servicios adecuados. Además, se acusa al director de no informar sobre los gastos de mantenimiento ni de entregar implementos al personal de guardianía, y movimientos de personal que generan dudas. Según el docente Hermógenes Velásquez, exrepresentante del SUTEP en la institución, informó que han presentado varios documentos a la DREP y la UGEL El Collao, en donde varios docentes firman para exigir una auditoría por evidente malversación de recursos. «Hasta la fecha no hay pronunciamiento, dicen que recién verán el caso», expresó, al tiempo de advertir medidas de protesta. Cabe resaltar que intentamos comunicarnos con el director pero no se encontraba. Colegio emblemático de Ilave en completo abandono por desidia de sus autoridades Colegio emblemático de Ilave en completo abandono por desidia de sus autoridades Colegio emblemático de Ilave en completo abandono por desidia de sus autoridades Colegio emblemático de Ilave en completo abandono por desidia de sus autoridades Colegio emblemático de Ilave en completo abandono por desidia de sus autoridades
Estudiante de la I.E. 72021 ocupa el tercer puesto en concurso nacional de narrativa|2024/08/29|https://diariosinfronteras.com.pe/2024/08/29/estudiante-de-la-i-e-72021-ocupa-el-tercer-puesto-en-concurso-nacional-de-narrativa/|Estudiante de la I.E. 72021 ocupa el tercer puesto en concurso nacional de narrativa La provincia de Andahuaylas, Apurímac, fue el escenario de la final del Concurso Premio Nacional de Narrativa y Ensayo José María Arguedas, en el que Nilbert Lluecho Huaraya, estudiante del 5to grado de la I.E. Primaria N° 72021 de San Antón, obtuvo el tercer lugar. Este evento, que se llevó a cabo el miércoles 28 de agosto, reunió a estudiantes y sus docentes asesores de las diversas regiones del país para competir en la categoría de narrativa oral en lengua originaria. El concurso, que celebra y promueve la riqueza cultural y lingüística de Perú, destacó por la participación de estudiantes talentosos provenientes del norte, centro, sur y la Amazonía del país. Los participantes mostraron un alto nivel de habilidad y creatividad en sus presentaciones, reflejando el esfuerzo y dedicación de estudiantes y educadores por preservar y valorizar las lenguas originarias. Los tres primeros lugares del certamen fueron adjudicados a los siguientes destacados participantes: Tercer Lugar: Nilbert Lluecho Huaraya estudiante del 5to grado sección B, con el asesoramiento del Prof. Lino David Turpo Zapana, de la Institución Educativa Primaria 72021 del distrito de San Antón, UGEL Azángaro, región Puno. Segundo Lugar: Leonel Sánchez, con la asesoría de la Prof. Liliana Córdoba, de la IEP Semillas del Saber, UGEL Andahuaylas, región Apurímac. Primer Lugar: Diana Gonzales Orejón estudiante del 6to grado, con la guía de la Prof. Nancy Vera, de la IEP Nuestra Señora de Fátima, UGEL Acobamba, región Huancavelica. El evento no solo celebró los logros individuales de los estudiantes, sino que también subrayó la importancia de la colaboración entre educadores y alumnos en la preservación de las lenguas y culturas peruanas. La categoría de narrativa oral en lengua originaria permitió a los participantes expresar sus historias y tradiciones de manera auténtica y emotiva, destacando la riqueza cultural que cada región aporta al patrimonio nacional. La jornada en Andahuaylas lugar de nacimiento del escritor peruano Jose Maria Arguedas fue un testimonio del compromiso con la educación intercultural y la valoración de nuestras raíces, demostrando que la literatura y la lengua originaria son vehículos esenciales para la identidad y la cohesión social en Perú, para finalizar este evento cultural cerró con broche de oro, el artista nacional Pelo de Ambrosio, quien deleitó a todos los presentes con su melodiosa voz. Estudiante de la I.E. 72021 ocupa el tercer puesto en concurso nacional de narrativa
Puno: ¿Están abandonando a su líder J. Tonconi?|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-estan-abandonando-a-su-lider-j-tonconi/|Moisés Apaza Ahumada, candidato por Lampa en coqueteos con Quispe Pandia. En los próximos días se estaría formalizando una eventual alianza entre el movimiento regional Acción Social por la Integración (ASI) y el partido político Juntos Por el Perú, que lidera Roberto Sánchez, exministro de Pedro Castillo. El miembro fundador de ASI, Rubén Tamayo, adelantó ello y confirmó que nuevamente será candidato a la alcaldía de San Román. Esta eventual alianza involucrará también una adhesión del potencial candidato al Gobierno Regional de Puno, Marcelino Tonconi, y todas las bases provinciales y distritales. Sin embargo, en una reciente fotografía, se observa al eventual candidato de ASI a la alcaldía de Lampa, Moisés Apaza Ahumada, junto al empresario Eduardo Quispe Pandia, quien semanas atrás anunció públicamente su candidatura junto al rector de la UNI y su partido Ahora Nación. Al ser preguntado sobre ello, Tamayo se mostró sorprendido, «desconozco ese tema, no tengo información oficial, pero las bases provinciales nos reunimos constantemente», dijo. También consultamos con el empresario Quispe Pandia, quien no negó ni confirmó dicho acercamiento. Precisó que hubo invitaciones por parte del Comité Regional a varios precandidatos. «Vamos a definir ello antes del 15 de septiembre, se ha conversado con muchos, ya lo oficializaremos», dijo.
Puno: Cabanilla se «levanta» contra alcalde de Lampa|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-cabanilla-se-levanta-contra-alcalde-de-lampa/|Pobladores fueron desairados por burgomaestre. El descontento de los pobladores de Cabanilla ha llegado a un punto crítico luego de que el alcalde provincial de Lampa, Heráclides Ojeda, incumpliera con las promesas de campaña y no asistiera a la última reunión programada con la población. Este reciente desaire ocurrió cuando más de medio centenar de pobladores y autoridades de Cabanilla se trasladaron a la ciudad de Lampa para exigir el cumplimiento de los compromisos asumidos en varias ocasiones. Sin embargo, el alcalde Ojeda no asistió a la reunión argumentando que se encontraba en un viaje de trabajo a la capital y dejando a los asistentes en la incertidumbre y sin una solución concreta. “Es una burla para nosotros que solo nos atienda el gerente y no nos den una real solución”, expresó uno de los dirigentes cabanillenses presentes. Ante esta situación, los pobladores han anunciado que podrían iniciar una huelga en los próximos días si no reciben una respuesta satisfactoria. Durante la fallida reunión, se hizo un ultimátum al alcalde Ojeda, exigiendo su presencia en el distrito de Cabanilla antes del jueves 29 de agosto. En caso de no cumplirse este plazo, se convocará a la sociedad civil para organizar acciones de lucha.
Puno: Crucero binacional hará estudios del ADN ambiental para conocer la biomasa del Lago Titicaca|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-crucero-binacional-hara-estudios-del-adn-ambiental-para-conocer-la-biomasa-del-lago-titicaca/|Con el objetivo de conocer la biomasa de los principales recursos pesqueros en el Lago Titicaca, el Ministerio de la Producción (PRODUCE), a través del Instituto del Mar del Perú (IMARPE), y en el marco del convenio con la Autoridad Binacional del Lago Titicaca dio inicio al crucero de evaluación de la biomasa a bordo de las embarcaciones científicas BIC IMARPE VIII y BIC PELT. Cabe indicar que, este trabajo articulado con las instituciones correspondientes permitirá realizar actividades para detectar y cuantificar la densidad y distribución de los peces en diversas áreas y profundidades por el método acústico, que será complementado con pescas de comprobación. Además, se realizarán evaluaciones de parámetros fisicoquímicos del agua para entender mejor el ambiente acuático y su influencia en las poblaciones de peces y un estudio de ADN ambiental para conocer el estado de la biodiversidad en zonas críticas del Lago Titicaca. Es importante mencionar que, desde hace más de cinco décadas, PRODUCE tiene una presencia importante en la región de Puno, con una ardua labor que se fortalece en la actualidad con la cooperación de la Autoridad Binacional Autónoma del Sistema Hídrico del Lago Titicaca, río Desaguadero, lago Poopó y salar de Coipasa y que, de manera conjunta, generan acciones para la protección, preservación y conservación de los recursos hidrobiológicos del citado lago. Esta iniciativa permitirá por primera vez realizar un trabajo de identificación de ADN de la biodiversidad, técnica revolucionaria para el análisis del material genético, cuyos resultados permitirán obtener información primordial de los ecosistemas en zonas críticas. Los cruceros de investigación que realiza el IMARPE durante el año, empleando diferentes métodos de evaluación, contribuyen significativamente en la toma de decisiones para establecer medidas de ordenamiento y garantizar la sostenibilidad de los principales recursos hidrobiológicos de índole comercial.
Puno: Dejó de existir padre de joven asesinado en las protestas del 9 de enero|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-dejo-de-existir-padre-de-joven-asesinado-en-las-protestas-del-9-de-enero/|Velorio de Alfredo Apaza Sucaticona. Lamentablemente dejó de existir Alfredo Apaza Sucaticona, padre de Brayan Apaza Jumpiri joven de 15 años que fue asesinado el 9 de enero cuando salía de una cabina de internet en la ciudad de Juliaca, el padre de familia falleció sin encontrar justicia para su hijo, el proviene de una familia humilde, por ello vienen solicitando el apoyo de la ciudadanía El velorio fue en su vivienda de la urbanización Nueva España en la salida a Puno, donde la señora Asunta Jumpiri, esposa del fallecido, junto a sus hijos y la Asociación de Mártires y Víctimas Del 09 de enero Juliaca, han realizado un llamado de apoyo solidario para cubrir los gastos del sepelio, por ello, han habilitado el número de Yape 923-075-090 a nombre de Asunta Jumpiri Olbea para recibir donaciones. “Cuando mi hijo fue asesinado, ambos (Padres) nos hemos puesto mal, mi esposo ya ni comía, responsabilizo a la señora Dina Boluarte, ella ha mandado a matar a la población, mi esposo quería encontrar justicia y nunca la tuvo, él siempre quería encontrar justicia, se ha enfermado ya había tenido gastritis y esa enfermedad iba empeorando, ya no comía”, señaló la viuda.
Puno: Revocatoria en Melgar contra sus autoridades|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-revocatoria-en-melgar-contra-sus-autoridades/|Desde hoy juntarán firmas en todos los distritos de la provincia melgarina. Ayer se dio inicio a la recolección de firmas para solicitar la vacancia del alcalde de Ayaviri, Rosell Nilver Mamani Hancco, y de los regidores del municipio. Esta acción se realiza luego de que el Jurado Nacional de Elecciones, mediante la Resolución N° 000829-2024, autorizara oficialmente el proceso. Según el promotor Julio López Choquepata, para que la solicitud sea aceptada, se necesita recolectar el 25% de las firmas de la población de Ayaviri, lo que equivale a 14 mil 061 firmas. Desde hoy, las actividades de recolección han comenzado en diversos distritos de la provincia, con el apoyo de la Asociación de Jóvenes de Ayaviri, la Junta Administrativa de Servicio y Saneamiento (JASS) Melgar, la Asociación de Transportistas y otros Los motivos para solicitar la revocatoria incluyen el incumplimiento de promesas de campaña, la deficiente gestión municipal, la incapacidad de gestión del alcalde, la falta de fiscalización efectiva por parte de los regidores, la falta de proyectos de envergadura en áreas críticas como agua y saneamiento, medio ambiente y desarrollo agropecuario, entre otros motivos.
Puno: Ministra Hania Pérez de Cuéllar arribó a la ciudad de Juliaca|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-ministra-hania-perez-de-cuellar-arribo-a-la-ciudad-de-juliaca/|La ministra Hania Pérez de Cuéllar arribó a la ciudad de Juliaca, a fin de colocar la primera piedra del Proyecto Integral de Agua potable y Alcantarillado en beneficio de los ciudadanos del distrito de Juliaca y San Miguel en la provincia de San Román.
Puno: Denuncian que trabajadores de municipio de San Román abandonan puestos de trabajo nte para recibir a ministra de vivienda|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-denuncian-que-trabajadores-de-municipio-de-san-roman-abandonan-puestos-de-trabajo-nte-para-recibir-a-ministra-de-vivienda/|Trabajadores de municipio de San Román abandonan trabajo presuntamente para recibir a ministra de vivienda A estas horas de la mañana varios usuarios muestran malestar al denunciar que, más de 8 ventanillas de atención de la gerencia de administración tributaria de la municipalidad provincial de San Román lucen abandonadas. «Seguramente se fueron a recibir a la ministra», presumieron al tiempo de referir que vienen esperando se les atienda. Es importante mencionar, que la ministra Hania Pérez de Cuéllar arribó a la ciudad de Juliaca a fin de colocar la primera piedra del Proyecto Integral de Agua potable y Alcantarillado en beneficio de los ciudadanos del distrito de Juliaca y San Miguel en la provincia de San Román.
Puno: Una cúster embistió a un hombre en bicicleta|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-una-custer-embistio-a-un-hombre-en-bicicleta/|Una cúster embistió a un hombre en bicicleta Un aparatoso accidente se registró ayer por la mañana en los jirones Serafín Firpo y Sandia, frente al colegio Las Mercedes, donde la cúster de la empresa «Peruanidad», línea 27 y placa V1C-732, impactó contra un ciclista que circulaba por la zona. La fuerza del choque dejó al hombre tendido en la vía, con la llanta delantera de la bicicleta doblada. Asimismo, al lugar arribó el personal de Serenazgo, quienes brindaron los primeros auxilios al herido y lo trasladaron de emergencia al hospital para descartar cualquier lesión grave.
Puno: Otra vez utilizan a bebé como escudo para robar|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-otra-vez-utilizan-a-bebe-como-escudo-para-robar/|Puno: Otra vez utilizan a bebé como escudo para robar Una vez más la pareja que utiliza a su bebé para cometer robos fue denunciada por nuevos agraviados. Según las últimas denuncias, la tarde del lunes este dúo delictivo sustrajo una gata hidráulica de un establecimiento comercial ubicado en la intersección de los jirones Lambayeque y González Prada. Para no ser retenidos, los ladrones solicitaron los servicios de una moto «torito» y huyeron rápidamente de la escena. Estas nuevas imágenes de las cámaras de videovigilancia del lugar muestran a la mujer cargando a su bebé en la espalda, una estrategia que utilizan con frecuencia para despistar a sus víctimas y generar un falso sentido de seguridad. NO ES LA PRIMERA VEZ Es importante destacar que este no es el primer incidente en el que se ve involucrada esta pareja. Como se recuerda, el domingo 25 de agosto, fueron captados por las cámaras de seguridad robando un par de zapatos y un celular en una tienda de ropa infantil situada en el jirón Raúl Porras.
Puno: Rescatan a dos primates víctimas del tráfico ilegal|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-rescatan-a-dos-primates-victimas-del-trafico-ilegal/|Rescatan a dos primates víctimas del tráfico ilegal ¡Tráfico de fauna! El Servicio Nacional Forestal y de Fauna Silvestre (Serfor), rescató dos monos machos de la especie Cebus apella y Sapajus apella, en menos de dos meses en el presente año. Ambos primates fueron hallados deambulando en zonas urbanas de la ciudad de Juliaca, evidenciando un problema de tráfico ilegal de fauna silvestre. LOS PRIMATES El primer mono Sapajus apella fue encontrado en julio, en inmediaciones del terminal terrestre Micaela Bastidas, mientras que el segundo, de la especie Cebus apella, fue en la carretera Juliaca – Lampa; este primate encontrado ayer mide 60 centímetros desde la cabeza a la cola. Asimismo, tras ser evaluados, los especialistas del Serfor, determinaron que los animales silvestres estaban en buen estado de salud y presentaban características adecuadas para su liberación. Por ello, ambos primates fueron trasladados a la sede Macusani San Gabán, para recibir atención especializada y posteriormente ser reintroducidos a su hábitat natural. ESTÁ PROHIBIDO Al respecto, Juan Carlos Huanca Ojeda, administrador técnico del Serfor Puno, alertó sobre el aumento de casos de tenencia ilegal de estos animales como mascotas. Ante esta situación, instó a la población a denunciar estos casos y recordó la importancia de los monos como dispersores de semillas y su papel en el equilibrio de los ecosistemas. Finalmente, Huanca Ojeda enfatizó que la caza y el comercio ilegal de animales silvestres son delitos graves, y son penados con multas que pueden alcanzar las 5000 UIT.
Puno: Encuentran sin vida a varón desaparecido|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-encuentran-sin-vida-a-varon-desaparecido/|Encuentran sin vida a varón desaparecido En un trágico desenlace fue encontrado sin vida el cuerpo de Nielson Ronaldo Cari Chalco, un hombre de 37 años natural de Ayaviri, quien había sido reportado como desaparecido por sus familiares desde el pasado domingo 25 de agosto. El cuerpo inerte de Cari Chalco fue hallado en la mañana en posición decúbito ventral entre los pajonales, a varios metros de la vía que conecta Orurillo con Ayaviri, en el sector de Purina. Junto a él, se encontró una motocicleta roja, que se presume era el vehículo en el que se trasladaba. Se sospecha que el infortunado perdió el control de la unidad, saliéndose de la pista, lo que habría provocado su muerte. Sin embargo, estos detalles serán materia de investigación. Las autoridades locales y la Policía Nacional del Perú fueron notificadas de inmediato para proceder con las diligencias correspondientes. Posteriormente, el cuerpo fue trasladado a la ciudad de Juliaca para la realización de las pericias necesarias. Según la versión de la pareja del fallecido, la última comunicación que tuvieron fue la noche del sábado 24 de agosto, cuando Cari Chalco informó que se dirigía desde Orurillo hacia Ayaviri, donde estaba trabajando.
Puno: Le cae un muro y sobrevive de milagro|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-le-cae-un-muro-y-sobrevive-de-milagro/|Le cae un muro y sobrevive de milagro Un muro de material noble cayó sobre un escolar dejándolo herido de gravedad, las causas del terrible accidente son investigadas por las autoridades. LE CAYÓ ENCIMA El hecho ocurrió al promediar el mediodía en los exteriores de la Institución Educativa Primaria de Aplicación del Pedagógico N° 0808 en el centro poblado de Salcedo, un menor que caminaba por la vereda fue aplastado por un muro de concreto que se derrumbó repentinamente no dándole tiempo a reaccionar para ponerse a buen recaudo. Según señalaron algunos testigos, una maquinaria pesada que trabajaba en el interior de la institución chocó con el muro, causando que se cayera una parte sobre la calle aplastando al escolar, algunas madres de familia y testigos socorrieron al menor, quien sufrió graves lesiones. DEMORÓ LA AYUDA Tras insistentes llamadas a los bomberos, la Policía, Serenazgo y el SAMU, nadie acudía, finalmente fue una ambulancia de EsSalud que llegó al lugar para trasladar al herido al hospital para ser atendido de urgencia. Al cierre de la edición la condición del menor era de pronóstico reservado.
Puno: Sunedu revela un «rosario de denuncias» contra la UANCV|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-sunedu-revela-un-rosario-de-denuncias-contra-la-uancv/|"Sunedu revela un ""rosario de denuncias"" contra la UANCV En medio de una serie de cuestionamientos se desarrolló la audiencia pública convocada por la bancada puneña y participación de autoridades como la Sunedu, alcalde, Defensoría, entre otros; donde se abordó el proceso de licenciamiento de la Universidad Andina Néstor Cáceres Velásquez (UANCV). «ROSARIO DE DENUNCIAS» Durante su participación el director de evaluación del servicio educativo superior universitario de la Sunedu, Vicente Espinoza Santillán, revelo un «rosario de denuncias», recibidas en contra de esta primera casa superior de estudios, revelando una serie de presuntas irregularidades. «Son 359 denuncias, de las cuales 334 han sido atendidas y 25 de encuentran en trámite (…)», manifestó al tiempo de resaltar que se encuentran denuncias que incluyen la obtención de grados y títulos. NO PRESENTÓ DOCUMENTO PARA LICENCIA Además, el representante de la Sunedu desmintió al rector Juan Benites Noriega y advirtió que, a la fecha la Uancv no ha iniciado ningún trámite de licenciamiento ante la Sunedu. «A la fecha Sunedu no ha recibido ninguna solicitud de la Universidad Andina (…)”, explicó. LICENCIAMIENTO CON NUEVAS AUTORIDADES En tanto, el alcalde de la Municipalidad Provincial de San Román, Oscar Cáceres, reitera la necesidad de cautelar los bienes municipales y renovar el licenciamiento de la UANCV con nuevos actores. «Estamos de acuerdo en que debe haber un nuevo licenciamiento, pero no estoy de acuerdo de que se inicie un nuevo licenciamiento con los mismos actores que permitieron que esta universidad cese, debe haber otros mecanismos. Debemos dar la oportunidad a nuevas generaciones y a nuevos artífices que cumplan con todas las exigencias de la Sunedu, aunque esto implique mayor tiempo y recursos por parte de la municipalidad.», enfatizó. EXIGEN SALIDA DE RECTOR Y DECANOS Durante su participación el presidente del colectivo Salvemos la Uancv, César Huasaca, denunció una presunta «Organización criminal». En tanto los asistentes entre pobladores y dirigentes con pancartas en mano y arengas coincidieron en exigir al rector dejar el cargo. «Pedimos una reorganización total de la Uancv, fuera corruptos (…)», manifestaron al tiempo de advertir un paro contra las autoridades universitarias. CONCLUSIÓN En tanto, el congresista Carlos Zeballos manifestó que la bancada presentará un proyecto de ley que contemple una comisión reorganizadora externa para la Uancv. «Pedimos 10 días para que este proyecto ley ingrese, además le daremos funciones a la Sunedu, no es posible tener 359 denuncias de las cuales 150 son por acoso sexual (…)», menciono al tiempo de referir que harán un seguimiento al estado financiero de la universidad. Finalmente agrego. «la ley solo reconoce a la fundación (…), No permitiremos que vengan herederos que pretendan apropiarse de la Uancv», dijo."
Puno: Pretenden consumar gran ‘faenón’ en Cabana|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-pretenden-consumar-gran-faenon-en-cabana/|Pretenden consumar gran 'faenón' en Cabana La Municipalidad Distrital de Cabana (San Román), está a punto de consumar una grave irregularidad en la Licitación Pública 01-2024-MDC/CS, para la construcción del colegio secundario de la localidad, con una inversión referencial es de S/ 8 millones 754 mil 789. El Comité de Selección habría direccionado las bases y ante reclamos de los postores, incluso el desacuerdo de uno de sus miembros, no entrega la buena pro, porque se advierte bases direccionadas que trasgreden las normas del OSCE. Han requerido documentos que no se encuentran en las bases estándar, lo que vulnera la Directiva 001-2019-OSCE/CD. Además no existe concordancia de la fecha de aprobación de expediente técnico, las que no concuerdan con las bases integradas y la resolución de aprobación, entre otras graves irregularidades. Un funcionario municipal dijo a Sin Fronteras que ese proceso se amañó para beneficiar a una empresa que se ajusta a los requerimientos indebidos.
Puno: Tonconi ganó tiempo en juicio de corrupción|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-tonconi-gano-tiempo-en-juicio-de-corrupcion/|Tonconi ganó tiempo en juicio de corrupción El decano del Colegio de Ingenieros de Puno (CIP), Jhomar Marcelino Tonconi Quispe, ayer debió sentarse en el banquillo de los acusados, junto a otros procesados, para deliberar la apelación a la sentencia que el año pasado lo absolvió de delitos de corrupción. La diligencia estuvo programada por la Sala Penal de Apelaciones para las 10:00 horas, pero llegado el momento no se instaló debido a que el juez superior Reynaldo Luque, uno de sus miembros colegiados, se encontraba con licencia. A los minutos se publicó la Resolución 57, en el expediente 01323-218 por el delito de colusión agravada, que reprograma “la audiencia de apelación de sentencia para el día 3 de diciembre de 2024 a las 10:00 horas”. Como se sabe, el alcalde del municipio de San Antón, Moisés Yorocco, en el 2015 pactó con los empresarios del Consorcio Innova para que ejecuten la obra de pistas y veredas, valorizada en 3 millones 258 mil 459.80 soles. De acuerdo a audios que se difundieron en 2016, el alcalde pide S/ 270 mil soles para favorecer a la empresa, e incluso se oye que la coima corresponde al 13% de la obra. El fiscal Anticorrupción, Gilmer Escobar Gil, apeló la sentencia absolutoria, porque considera que Tonconi Quispe materializó ese negociado porque entonces era gerente de Infraestructura y además presidente del comité de selección. «… la concertación entre Moisés Morocco Mamani y los representantes del consorcio Innova, se dio previo al proceso de selección justamente para garantizar la adjudicación de la buena pro y una futura ejecución contractual…». 10 AÑOS DE CÁRCEL El alcalde y los empresarios fueron sentenciados a 10 años de prisión, pero el juez de primera instancia, sin una debida motivación, absolvió al funcionario que, en la práctica consumó el pacto colusorio. DESINFORMA Los militantes de Jhomar Tonconi indican que este negaría tal apelación y que muestra la sentencia absolutoria, lo que no es cierto.
Puno: Piden nulidad en proceso de la UNAJ|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-piden-nulidad-en-proceso-de-la-unaj/|Piden nulidad en proceso de la UNAJ Mediante un documento dirigido a la Contraloría, Fiscalía de Prevención del Delito y al presidente de la Comisión Organizadora de la UNAJ, una ciudadana ha solicitado la nulidad total o parcial del proceso de nombramiento de docentes 2024 en dicha casa superior. Según refiere, habría presuntas irregularidades en dicho proceso, al parecer algunos docentes no estarían cumpliendo con los requisitos mínimos para obtener una de estas plazas, pese a ello, en los resultados han salido como “aptos”. La ciudadana en el documento señala a tres postulantes en este proceso, los docentes Yussbel Hugo Pari Ayllón, Sara Copari Condori y Shandee Riquelme Yujra Cutipa, quienes, al parecer, no habrían cumplido con los requisitos pero salieron aptos. “Para acceder a ser Docente Nombrado se debe cumplir con los requisitos que contempla la Ley Universitaria N° 30220 Artículo 82o y 83o, y estatuto vigente los mismos que exigen, requisitos, 5.3: para PROFESOR AUXILIAR.- se requiere título profesional, grado de maestro, y tener como mínimo cinco (05) años en el ejercicio profesional. De tal forma ninguno de ellos del punto primero, no cumple con dicho requisito, para continuar en el proceso de nombramiento de tal forma se debe declarar no apto”, señala. “Asimismo, debo manifestar que en este concurso de nombramiento se ha observado a varios postulantes en cuanto a sus Sílabos, existiendo irregularidades en calificación de los documentos de todos los aspirantes al proceso de nombramiento”, refiere. Al respecto, el presidente de la comisión organizadora de la UNAJ, Edelfre Flores Velásquez, señaló que habían solicitado toda la información a la comisión de calificación, para evitar algún tipo de irregularidad que conlleve a la nulidad del proceso.
Puno: 40 casos de violencia a escolares de Puno|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-40-casos-de-violencia-a-escolares-de-puno/|40 casos de violencia a escolares de Puno La especialista de Convivencia Escolar de la UGEL Puno, Yesica Zelio Cahuapaza, señaló que hasta la fecha en lo que va del año se han registrado 40 casos de violencia escolar registrados en el Siseve. PROTOCOLOS La especialista explicó que se manejan hasta 6 tipos de protocolos que son de obligación de los directores de instituciones educativas, reportar, estos se hallan clasificados en el protocolo 1 y 2 que son casos de violencia psicológica y física entre escolares; luego está el protocolo 3, 4 que pertenecen a violencia psicológica y física ejercida por personal de la institución educativa; y el protocolo 5 que corresponde a casos de violencia sexual del personal educativo contra los alumnos; finalmente está el protocolo 6 correspondiente a los familiares de un escolar que ejercen violencia psicológica, física y sexual contra el alumno. REPORTES Del total en el 2024 se tienen 10 casos en la plataforma Siseve de reportes de violencia contra escolares hechos por familiares, en estos estarían incluidos los recientes casos del niño «Sebastián» que falleció a manos de su madrastra y del menor en Alto Puno cuya progenitora lo quemó; en estos casos indicó que ante la presunción de que no se activaron oportunamente los protocolos y no se reportaron, podría haber una investigación a los responsables de las instituciones educativas, aunque esa ya no sería competencia del Siseve.
Puno: Chofer ebrio se choca en su camioneta con cisterna de la municipalidad|2024/08/28|https://diariosinfronteras.com.pe/2024/08/28/puno-chofer-ebrio-se-choca-en-su-camioneta-con-cisterna-de-la-municipalidad/|Chofer ebrio se choca en su camioneta con cisterna de la Municipalidad de Puno. Esta madrugada, una camioneta marca Toyota, modelo Rav 4, de color rojo de placa de rodaje AKO-258, chocó contra un camión cisterna de la Municipalidad de Puno de matrícula EGK-189, el moderno vehículo quedó destrozado en la parte delantera. El hecho ocurrió en el cruce de la avenida El Ejército y el Jirón Dante Nava. Según informó Serenazgo, el conductor del moderno vehículo se encontraba en presunto estado de ebriedad y habría tratado de fugar de la escena. Al interior de la camioneta hallaron una caja de cerveza. Dos heridos habrían sido llevados al Hospital Regional de Puno.
